Drugid;Navn;Lægemiddelform;Styrketekst;AktiveSubstanser;MftIndehaver;ATC-kode;Godkendt procedure;Godkendt rolle;Registreringsdato;Er i Medicinpriser;;
28103944206;Invega;depottabletter;12 mg;Paliperidon;Janssen-Cilag International NV;N05AX13;Central;MOD;25-06-2007;Nej;;
28103943906;Invega;depottabletter;3 mg;Paliperidon;Janssen-Cilag International NV;N05AX13;Central;MOD;25-06-2007;Ja;;
28103944006;Invega;depottabletter;6 mg;Paliperidon;Janssen-Cilag International NV;N05AX13;Central;MOD;25-06-2007;Ja;;
28103944106;Invega;depottabletter;9 mg;Paliperidon;Janssen-Cilag International NV;N05AX13;Central;MOD;25-06-2007;Ja;;
28105325713;Invicorp;injektionsvæske, opløsning;25 mikrogram+2 mg;Aviptadil, Phentolaminmesilat;Evolan Pharma AB;G04BE30;Decentral procedure;RMS;23-04-2015;Ja;;
28103723304;Invirase;filmovertrukne tabletter;500 mg;SAQUINAVIR MESYLAT;Roche Registration GmbH;J05AE01;Central;MOD;25-05-2005;Nej;;
28105144912;Invokana;filmovertrukne tabletter;100 mg;Canagliflozin;Janssen-Cilag International NV;A10BK02;Central;MOD;15-11-2013;Ja;;
28105145012;Invokana;filmovertrukne tabletter;300 mg;Canagliflozin;Janssen-Cilag International NV;A10BK02;Central;MOD;15-11-2013;Ja;;
28106560320;Inzolfi;kapsler, hårde;0,25 mg;fingolimodhydrochlorid;Sandoz A/S;L04AA27;Decentral procedure;CMS;07-04-2022;Nej;;
28106263019;Inzolfi;kapsler, hårde;0,5 mg;fingolimodhydrochlorid;Sandoz A/S;L04AA27;Decentral procedure;CMS;17-12-2021;Nej;;
28101556893;Iomeron;injektionsvæske, opløsning;150 mg Iod/ml;IOMEPROL;Bracco Imaging S.p.A.;V08AB10;National;DKMA;11-07-1994;Ja;;
28101556993;Iomeron;injektionsvæske, opløsning;200 mg Iod/ml;IOMEPROL;Bracco Imaging S.p.A.;V08AB10;National;DKMA;11-07-1994;Nej;;
28101557093;Iomeron;injektionsvæske, opløsning;250 mg Iod/ml;IOMEPROL;Bracco Imaging S.p.A.;V08AB10;National;DKMA;11-07-1994;Ja;;
28101557193;Iomeron;injektionsvæske, opløsning;300 mg Iod/ml;IOMEPROL;Bracco Imaging S.p.A.;V08AB10;National;DKMA;11-07-1994;Ja;;
28101557293;Iomeron;injektionsvæske, opløsning;350 mg Iod/ml;IOMEPROL;Bracco Imaging S.p.A.;V08AB10;National;DKMA;11-07-1994;Ja;;
28101557393;Iomeron;injektionsvæske, opløsning;400 mg Iod/ml;IOMEPROL;Bracco Imaging S.p.A.;V08AB10;National;DKMA;11-07-1994;Ja;;
28101792195;Iopidine;øjendråber, opløsning;10 mg/ml;Apraclonidinhydrochlorid;Essential Pharma (M) Limited;S01EA03;MRP;RMS;12-04-1996;Ja;;
28101557693;Iopidine;øjendråber, opløsning;5 mg/ml;Apraclonidinhydrochlorid;Essential Pharma (M) Limited;S01EA03;MRP;RMS;31-07-1995;Ja;;
28106431220;Ipinzan;filmovertrukne tabletter;50+1000 mg;METFORMINHYDROCHLORID, Vildagliptin;Zentiva k.s.;A10BD08;Decentral procedure;RMS;04-11-2021;Nej;;
28106431120;Ipinzan;filmovertrukne tabletter;50+850 mg;METFORMINHYDROCHLORID, Vildagliptin;Zentiva k.s.;A10BD08;Decentral procedure;RMS;04-11-2021;Nej;;
28104130807;Ipramol Steri-Neb;inhalationsvæske til nebulisator, opløsning, enkeltdosisbeholder;2,5+0,5 mg/behold.;IPRATROPIUMBROMID, SALBUTAMOLSULFAT;Teva B.V.;R03AL02;MRP;CMS;12-12-2007;Ja;;
28104220807;"Ipratropiumbromid ""Teva""";inhalationsvæske til nebulisator, opløsning, enkeltdosisbeholder;0,5 mg/2ml;IPRATROPIUMBROMIDMONOHYDRAT;Teva B.V.;R03BB01;MRP;CMS;22-04-2008;Ja;;
28105297713;"Ipratropium/salbutamol ""Orion""";inhalationsvæske til nebulisator, opløsning, enkeltdosisbeholder;0,5+2,5 mg/beholder;IPRATROPIUMBROMID, SALBUTAMOLSULFAT;Orion Corporation;R03AL02;Decentral procedure;CMS;13-11-2014;Nej;;
28106743822;Iprazap;næsespray, opløsning;21 mikrogram/dosis;IPRATROPIUMBROMID;Nordic Prime ApS;R01AX03;Par-Imp;DKMA;06-05-2022;Ja;;
28101344588;Ipren;filmovertrukne tabletter;200 mg;IBUPROFEN;McNeil Denmark ApS;M01AE01;National;DKMA;01-03-1989;Ja;;
28103216400;Ipstyl Autogel;injektionsvæske, opløsning i fyldt injektionssprøjte;120 mg;LANREOTIDACETAT;Institut Produits Synthése (Ipsen) AB;H01CB03;National;DKMA;28-06-2002;Ja;;
28103216200;Ipstyl Autogel;injektionsvæske, opløsning i fyldt injektionssprøjte;60 mg;LANREOTIDACETAT;Institut Produits Synthése (Ipsen) AB;H01CB03;National;DKMA;28-06-2002;Ja;;
28103216300;Ipstyl Autogel;injektionsvæske, opløsning i fyldt injektionssprøjte;90 mg;LANREOTIDACETAT;Institut Produits Synthése (Ipsen) AB;H01CB03;National;DKMA;28-06-2002;Ja;;
28105479014;Iqymune;infusionsvæske, opløsning;100 mg/ml;Normalt immunoglobulin til intravenøs brug, humant;Laboratoire Francais du Fractionnement et des Biotechnologies;J06BA02;Decentral procedure;CMS;04-09-2015;Nej;;
28105036412;"Irbesartan ""Accord""";filmovertrukne tabletter;150 mg;IRBESARTAN;Accord Healthcare B.V.;C09CA04;MRP;CMS;26-07-2012;Ja;;
28105036512;"Irbesartan ""Accord""";filmovertrukne tabletter;300 mg;IRBESARTAN;Accord Healthcare B.V.;C09CA04;MRP;CMS;26-07-2012;Ja;;
28104011306;Irbesartan Hydrochlorothiazide Zentiva;filmovertrukne tabletter;150+12,5 mg;HYDROCHLORTHIAZID, IRBESARTAN;Zentiva k.s.;C09DA04;Central;MOD;19-01-2007;Ja;;
28104011406;Irbesartan Hydrochlorothiazide Zentiva;filmovertrukne tabletter;300+12,5 mg;HYDROCHLORTHIAZID, IRBESARTAN;Zentiva k.s.;C09DA04;Central;MOD;19-01-2007;Ja;;
28104011506;Irbesartan Hydrochlorothiazide Zentiva;filmovertrukne tabletter;300+25 mg;HYDROCHLORTHIAZID, IRBESARTAN;Zentiva k.s.;C09DA04;Central;MOD;19-01-2007;Ja;;
28104011106;Irbesartan Hydrochlorothiazide Zentiva;tabletter;150+12,5 mg;HYDROCHLORTHIAZID, IRBESARTAN;Zentiva k.s.;C09DA04;Central;MOD;19-01-2007;Nej;;
28104011206;Irbesartan Hydrochlorothiazide Zentiva;tabletter;300+12,5 mg;HYDROCHLORTHIAZID, IRBESARTAN;Zentiva k.s.;C09DA04;Central;MOD;19-01-2007;Nej;;
28104483409;"Irbesartan/hydrochlorthiazid ""Medical Valley""";tabletter;150+12,5 mg;HYDROCHLORTHIAZID, IRBESARTAN;Medical Valley Invest AB;C09DA04;Decentral procedure;CMS;16-12-2010;Nej;;
28104483509;"Irbesartan/hydrochlorthiazid ""Medical Valley""";tabletter;300+12,5 mg;HYDROCHLORTHIAZID, IRBESARTAN;Medical Valley Invest AB;C09DA04;Decentral procedure;CMS;16-12-2010;Ja;;
28104483609;"Irbesartan/hydrochlorthiazid ""Medical Valley""";tabletter;300+25 mg;HYDROCHLORTHIAZID, IRBESARTAN;Medical Valley Invest AB;C09DA04;Decentral procedure;CMS;16-12-2010;Ja;;
28104619209;"Irbesartan/hydrochlorthiazid ""Stada""";filmovertrukne tabletter;150+12,5 mg;HYDROCHLORTHIAZID, IRBESARTAN;STADA Arzneimittel AG;C09DA04;Decentral procedure;CMS;17-01-2011;Ja;;
28104619309;"Irbesartan/hydrochlorthiazid ""Stada""";filmovertrukne tabletter;300+12,5 mg;HYDROCHLORTHIAZID, IRBESARTAN;STADA Arzneimittel AG;C09DA04;Decentral procedure;CMS;17-01-2011;Ja;;
28104619409;"Irbesartan/hydrochlorthiazid ""Stada""";filmovertrukne tabletter;300+25 mg;HYDROCHLORTHIAZID, IRBESARTAN;STADA Arzneimittel AG;C09DA04;Decentral procedure;CMS;17-01-2011;Ja;;
28104460309;"Irbesartan/Hydrochlorthiazid ""TEVA""";filmovertrukne tabletter;150+12,5 mg;HYDROCHLORTHIAZID, IRBESARTAN;TEVA Pharma B.V.;C09DA04;Central;MOD;26-11-2009;Nej;;
28104460409;"Irbesartan/Hydrochlorthiazid ""TEVA""";filmovertrukne tabletter;300+12,5 mg;HYDROCHLORTHIAZID, IRBESARTAN;TEVA Pharma B.V.;C09DA04;Central;MOD;26-11-2009;Nej;;
28104460509;"Irbesartan/Hydrochlorthiazid ""TEVA""";filmovertrukne tabletter;300+25 mg;HYDROCHLORTHIAZID, IRBESARTAN;TEVA Pharma B.V.;C09DA04;Central;MOD;26-11-2009;Nej;;
28105041312;"Irbesartan ""Jubilant""";filmovertrukne tabletter;150 mg;IRBESARTAN;Jubilant Pharmaceuticals nv;C09CA04;MRP;CMS;10-10-2012;Nej;;
28105041412;"Irbesartan ""Jubilant""";filmovertrukne tabletter;300 mg;IRBESARTAN;Jubilant Pharmaceuticals nv;C09CA04;MRP;CMS;10-10-2012;Nej;;
28104455808;"Irbesartan ""Medical Valley""";tabletter;150 mg;IRBESARTAN;Medical Valley Invest AB;C09CA04;Decentral procedure;CMS;11-10-2010;Ja;;
28104455908;"Irbesartan ""Medical Valley""";tabletter;300 mg;IRBESARTAN;Medical Valley Invest AB;C09CA04;Decentral procedure;CMS;11-10-2010;Ja;;
28104452808;"Irbesartan ""Medical Valley""";tabletter;75 mg;IRBESARTAN;Medical Valley Invest AB;C09CA04;Decentral procedure;CMS;11-10-2010;Ja;;
28104495709;"Irbesartan ""STADA""";filmovertrukne tabletter;150 mg;IRBESARTAN;STADA Arzneimittel AG;C09CA04;Decentral procedure;CMS;12-03-2010;Ja;;
28104495809;"Irbesartan ""STADA""";filmovertrukne tabletter;300 mg;IRBESARTAN;STADA Arzneimittel AG;C09CA04;Decentral procedure;CMS;12-03-2010;Ja;;
28104439108;"Irbesartan ""Teva""";filmovertrukne tabletter;150 mg;IRBESARTAN;Teva B.V.;C09CA04;Central;MOD;30-10-2009;Nej;;
28104439208;"Irbesartan ""Teva""";filmovertrukne tabletter;300 mg;IRBESARTAN;Teva B.V.;C09CA04;Central;MOD;30-10-2009;Nej;;
28104439008;"Irbesartan ""Teva""";filmovertrukne tabletter;75 mg;IRBESARTAN;Teva B.V.;C09CA04;Central;MOD;30-10-2009;Nej;;
28104010906;Irbesartan Zentiva;filmovertrukne tabletter;150 mg;IRBESARTAN;Zentiva k.s.;C09CA04;Central;MOD;19-01-2007;Ja;;
28104011006;Irbesartan Zentiva;filmovertrukne tabletter;300 mg;IRBESARTAN;Zentiva k.s.;C09CA04;Central;MOD;19-01-2007;Ja;;
28104010806;Irbesartan Zentiva;filmovertrukne tabletter;75 mg;IRBESARTAN;Zentiva k.s.;C09CA04;Central;MOD;19-01-2007;Nej;;
28104010606;Irbesartan Zentiva;tabletter;150 mg;IRBESARTAN;Zentiva k.s.;C09CA04;Central;MOD;19-01-2007;Nej;;
28104010706;Irbesartan Zentiva;tabletter;300 mg;IRBESARTAN;Zentiva k.s.;C09CA04;Central;MOD;19-01-2007;Nej;;
28104010506;Irbesartan Zentiva;tabletter;75 mg;IRBESARTAN;Zentiva k.s.;C09CA04;Central;MOD;19-01-2007;Nej;;
28104360408;Iressa;filmovertrukne tabletter;250 mg;GEFITINIB;AstraZeneca AB;L01EB01;Central;MOD;24-06-2009;Nej;;
28105586615;"Irinotecan ""Accord""";koncentrat til infusionsvæske, opløsning;20 mg/ml;IRINOTECANHYDROCHLORIDTRIHYDRAT;Accord Healthcare B.V.;L01CE02;Decentral procedure;CMS;29-06-2016;Ja;;
28104178407;"Irinotecan ""Fresenius Kabi""";koncentrat til infusionsvæske, opløsning;20 mg/ml;IRINOTECANHYDROCHLORIDTRIHYDRAT;Fresenius Kabi AB;L01CE02;MRP;CMS;08-02-2008;Ja;;
28106556220;"Irinotecan ""Sun""";infusionsvæske, opløsning;1,5 mg/ml;IRINOTECANHYDROCHLORIDTRIHYDRAT;SUN Pharmaceutical Industries Europe BV;L01CE02;MRP;CMS;02-08-2021;Nej;;
28101750295;Isaderm Vet.;gel;1 + 5 mg/g;BETAMETHASONVALERAT, FUSIDINSYRE;Dechra Veterinary Products A/S;QD07CC01;National;DKMA;30-11-2001;Ja;;
28101798595;Isathal;øjendråber, suspension;1 %;FUSIDINSYRE;Dechra Veterinary Products A/S;QS01AA13;MRP;RMS;25-11-1996;Ja;;
28104180907;Iscover;filmovertrukne tabletter;300 mg;CLOPIDOGRELHYDROGENSULFAT;Sanofi Winthrop Industrie;B01AC04;Central;MOD;16-04-2008;Nej;;
28101872197;Iscover;filmovertrukne tabletter;75 mg;CLOPIDOGRELHYDROGENSULFAT;Sanofi Winthrop Industrie;B01AC04;Central;MOD;15-07-1998;Nej;;
28105996017;Isemid;tyggetabletter;1 mg;Torasemid, vandfri;Ceva Santé Animale;QC03CA04;Central;MOD;09-01-2019;Ja;;
28105996117;Isemid;tyggetabletter;2 mg;Torasemid, vandfri;Ceva Santé Animale;QC03CA04;Central;MOD;09-01-2019;Ja;;
28105996217;Isemid;tyggetabletter;4 mg;Torasemid, vandfri;Ceva Santé Animale;QC03CA04;Central;MOD;09-01-2019;Ja;;
28104151507;Isentress;filmovertrukne tabletter;400 mg;Raltegravirkalium;Merck Sharp & Dohme B.V.;J05AJ01;Central;MOD;20-12-2007;Ja;;
28105817016;Isentress;filmovertrukne tabletter;600 mg;Raltegravirkalium;Merck Sharp & Dohme B.V.;J05AJ01;Central;MOD;13-07-2017;Ja;;
28105302413;Isentress;granulat til oral suspension;100 mg;Raltegravirkalium;Merck Sharp & Dohme B.V.;J05AJ01;Central;MOD;22-08-2014;Nej;;
28104933911;Isentress;tyggetabletter;100 mg;Raltegravirkalium;Merck Sharp & Dohme B.V.;J05AJ01;Central;MOD;25-02-2013;Nej;;
28104933811;Isentress;tyggetabletter;25 mg;Raltegravirkalium;Merck Sharp & Dohme B.V.;J05AJ01;Central;MOD;25-02-2013;Nej;;
28101863996;IsoFlo Vet.;væske til inhalationsdamp;;ISOFLURAN;Zoetis Animal Health ApS;QN01AB06;MRP;CMS;23-07-1998;Ja;;
28101543293;"Isofluran ""Baxter""";væske til inhalationsdamp;;ISOFLURAN;Baxter A/S;N01AB06;National;DKMA;26-05-1994;Ja;;
28106590421;Isoflutek;væske til inhalationsdamp;1000 mg/g;ISOFLURAN;Laboratorios Karizoo, S.A.;QN01AB06;MRP;CMS;21-02-2022;Ja;;
28103313601;Isomacne;kapsler, bløde;10 mg;Isotretinoin;Teva B.V.;D10BA01;MRP;RMS;21-03-2002;Nej;;
28103313701;Isomacne;kapsler, bløde;20 mg;Isotretinoin;Teva B.V.;D10BA01;MRP;RMS;21-03-2002;Nej;;
28105767416;Isomex;depottabletter;30 mg;Isosorbidmononitrat, fortyndet;RPH Pharmaceuticals AB;C01DA14;Decentral procedure;CMS;17-02-2017;Ja;;
28106296519;Isomex;depottabletter;30 mg;Isosorbidmononitrat, fortyndet;2care4 ApS;C01DA14;Par-Imp;DKMA;24-09-2019;Ja;;
28106809122;Isomex;depottabletter;30 mg;Isosorbidmononitrat, fortyndet;Orifarm A/S;C01DA14;Par-Imp;DKMA;15-09-2022;Nej;;
28100808477;"Isoniazid ""OBA""";tabletter;300 mg;ISONIAZID;OBA-Pharma ApS;J04AC01;National;DKMA;05-03-1979;Ja;;
28106225719;"Isoprenaline hydrochloride ""Macure""";koncentrat til infusionsvæske, opløsning;0,2 mg/ml;Isoprenalinhydrochlorid;Macure Pharma ApS;C01CA02;Decentral procedure;CMS;31-08-2020;Ja;;
28101568093;Isoptin Retard;depottabletter;120 mg;VERAPAMILHYDROCHLORID;Viatris ApS;C08DA01;National;DKMA;06-05-1994;Ja;;
28105875916;Isoptin Retard;depottabletter;120 mg;VERAPAMILHYDROCHLORID;Paranova Danmark A/S;C08DA01;Par-Imp;DKMA;19-01-2017;Nej;;
28101568193;Isoptin Retard;depottabletter;180 mg;VERAPAMILHYDROCHLORID;Viatris ApS;C08DA01;National;DKMA;06-05-1994;Ja;;
28105935317;Isoptin Retard;depottabletter;180 mg;VERAPAMILHYDROCHLORID;2care4 ApS;C08DA01;Par-Imp;DKMA;30-05-2017;Nej;;
28101181584;Isoptin Retard;depottabletter;240 mg;VERAPAMILHYDROCHLORID;Viatris ApS;C08DA01;National;DKMA;30-08-1985;Ja;;
28105472614;Isoptin SR;depottabletter;120 mg;VERAPAMILHYDROCHLORID;Orifarm A/S;C08DA01;Par-Imp;DKMA;26-09-2014;Nej;;
28105224313;"Isosorbidmononitrat ""2care4""";depottabletter;60 mg;Isosorbidmononitrat;2care4 ApS;C01DA14;Par-Imp;DKMA;17-02-2014;Ja;;
28106144418;"Isosorbidmononitrat ""Nordic Prime""";depottabletter;60 mg;Isosorbidmononitrat;Nordic Prime ApS;C01DA14;Par-Imp;DKMA;26-09-2018;Nej;;
28106186718;Isothesia;væske til inhalationsdamp;1000 mg/g;ISOFLURAN;Piramal Critical Care B.V.;QN01AB06;Decentral procedure;CMS;22-10-2019;Nej;;
28106251819;Isotracin;kapsler, bløde;10 mg;Isotretinoin;2care4 Generics ApS;D10BA01;Decentral procedure;CMS;11-05-2021;Ja;;
28106251919;Isotracin;kapsler, bløde;20 mg;Isotretinoin;2care4 Generics ApS;D10BA01;Decentral procedure;CMS;11-05-2021;Ja;;
28103147100;"Isotretinoin ""Actavis""";kapsler, bløde;10 mg;Isotretinoin;Actavis Group PTC ehf.;D10BA01;MRP;RMS;10-07-2001;Nej;;
28103147200;"Isotretinoin ""Actavis""";kapsler, bløde;20 mg;Isotretinoin;Actavis Group PTC ehf.;D10BA01;MRP;RMS;10-07-2001;Nej;;
28105842016;"Isotretinoin ""Difa""";kapsler, bløde;10 mg;Isotretinoin;Difa Cooper S.p.A.;D10BA01;Decentral procedure;RMS;19-09-2017;Nej;;
28105842116;"Isotretinoin ""Difa""";kapsler, bløde;20 mg;Isotretinoin;Difa Cooper S.p.A.;D10BA01;Decentral procedure;RMS;19-09-2017;Nej;;
28105842216;"Isotretinoin ""Difa""";kapsler, bløde;30 mg;Isotretinoin;Difa Cooper S.p.A.;D10BA01;Decentral procedure;RMS;19-09-2017;Nej;;
28105841916;"Isotretinoin ""Difa""";kapsler, bløde;5 mg;Isotretinoin;Difa Cooper S.p.A.;D10BA01;Decentral procedure;RMS;19-09-2017;Nej;;
28103746304;"Isotretinoin ""Difa Cooper""";kapsler, bløde;40  mg;Isotretinoin;Difa Cooper S.p.A.;D10BA01;MRP;RMS;21-12-2007;Nej;;
28103448402;"Isotretinoin ""Orifarm""";kapsler, bløde;10 mg;Isotretinoin;Orifarm Generics A/S;D10BA01;MRP;RMS;09-02-2005;Nej;;
28103448502;"Isotretinoin ""Orifarm""";kapsler, bløde;20 mg;Isotretinoin;Orifarm Generics A/S;D10BA01;MRP;RMS;09-02-2005;Ja;;
28103493203;"Isotretinoin ""Orion""";kapsler, bløde;10 mg;Isotretinoin;Pharmathen S.A.;D10BA01;MRP;RMS;08-04-2005;Ja;;
28103493303;"Isotretinoin ""Orion""";kapsler, bløde;20 mg;Isotretinoin;Pharmathen S.A.;D10BA01;MRP;RMS;08-04-2005;Ja;;
28106236519;"Isotretinoin ""Sandoz""";kapsler, bløde;10 mg;Isotretinoin;Sandoz A/S;D10BA01;Decentral procedure;CMS;27-05-2020;Ja;;
28106236619;"Isotretinoin ""Sandoz""";kapsler, bløde;20 mg;Isotretinoin;Sandoz A/S;D10BA01;Decentral procedure;CMS;27-05-2020;Ja;;
28106236419;"Isotretinoin ""Sandoz""";kapsler, bløde;5 mg;Isotretinoin;Sandoz A/S;D10BA01;Decentral procedure;CMS;27-05-2020;Nej;;
28103147300;"Isotretinoin ""Teva""";kapsler, bløde;10 mg;Isotretinoin;Teva B.V.;D10BA01;MRP;RMS;10-07-2001;Nej;;
28103147400;"Isotretinoin ""Teva""";kapsler, bløde;20 mg;Isotretinoin;Teva B.V.;D10BA01;MRP;RMS;10-07-2001;Ja;;
28101714194;Isovorin;injektionsvæske, opløsning;10 mg/ml;Calciumlevofolinat;Pfizer ApS;V03AF04;National;DKMA;17-02-1998;Ja;;
28104107507;Isovorin;tabletter;7,5 mg;Calciumlevofolinat;Paranova Danmark A/S;V03AF04;Par-Imp;DKMA;12-03-2008;Ja;;
28106195818;Isturisa;filmovertrukne tabletter;10 mg;Osilodrostatphosphat;Recordati Rare Diseases;H02CA02;Central;MOD;09-01-2020;Ja;;
28106195618;Isturisa;filmovertrukne tabletter;1 mg;Osilodrostatphosphat;Recordati Rare Diseases;H02CA02;Central;MOD;09-01-2020;Ja;;
28106195718;Isturisa;filmovertrukne tabletter;5 mg;Osilodrostatphosphat;Recordati Rare Diseases;H02CA02;Central;MOD;09-01-2020;Ja;;
28106619021;Itoco;øjendråber, opløsning;20 mg/ml;DORZOLAMIDHYDROCHLORID;Zaktady Farmaceutyczne POLPHARMA;S01EC03;Decentral procedure;CMS;08-11-2022;Nej;;
28105181712;"Itraconazol ""2care4""";kapsler, hårde;100 mg;ITRACONAZOL;2care4 ApS;J02AC02;Par-Imp;DKMA;22-10-2013;Ja;;
28106122118;"Itraconazol ""Paranova""";kapsler, hårde;100 mg;ITRACONAZOL;Paranova Danmark A/S;J02AC02;Par-Imp;DKMA;18-07-2018;Ja;;
28103435002;"Itraconazol ""Stada""";kapsler, hårde;100 mg;ITRACONAZOL;STADA Arzneimittel AG;J02AC02;MRP;RMS;14-02-2005;Nej;;
28103647204;Itrafungol Vet.;oral opløsning;10 mg/ml;ITRACONAZOL;Virbac S.A.;QJ02AC02;MRP;CMS;21-12-2004;Ja;;
28106148018;Itulazax;frysetørret tablet;12 SQ-Bet;Betula verrucosa Ehrh. (Vortebirk, synonym af B. pendula Roth);ALK-Abello A/S;V01AA05;Decentral procedure;CMS;02-07-2019;Ja;;
28106422120;Itulazax;frysetørret tablet;12 SQ-Bet;Betula verrucosa Ehrh. (Vortebirk, synonym af B. pendula Roth);2care4 ApS;V01AA05;Par-Imp;DKMA;08-09-2020;Ja;;
28106526420;Itulazax;frysetørret tablet;12 SQ-Bet;Betula verrucosa Ehrh. (Vortebirk, synonym af B. pendula Roth);Orifarm A/S;V01AA05;Par-Imp;DKMA;05-08-2021;Nej;;
28105695115;"Ivabradine ""Accord""";filmovertrukne tabletter;5 mg;ivabradinhydrochlorid;Accord Healthcare S.L.U.;C01EB17;Central;MOD;22-05-2017;Ja;;
28105695215;"Ivabradine ""Accord""";filmovertrukne tabletter;7,5 mg;ivabradinhydrochlorid;Accord Healthcare S.L.U.;C01EB17;Central;MOD;22-05-2017;Ja;;
28105615815;"Ivabradine ""Anpharm""";filmovertrukne tabletter;5 mg;ivabradinhydrochlorid;Anpharm Przedsiebiorstwo Farmaceutyczne S.A.;C01EB17;Central;MOD;08-09-2015;Nej;;
28105615915;"Ivabradine ""Anpharm""";filmovertrukne tabletter;7,5 mg;ivabradinhydrochlorid;Anpharm Przedsiebiorstwo Farmaceutyczne S.A.;C01EB17;Central;MOD;08-09-2015;Nej;;
28105694415;"Ivabradine ""Zentiva""";filmovertrukne tabletter;5 mg;ivabradinhydrochlorid;Zentiva k.s.;C01EB17;Central;MOD;11-11-2016;Nej;;
28105694515;"Ivabradine ""Zentiva""";filmovertrukne tabletter;7,5 mg;ivabradinhydrochlorid;Zentiva k.s.;C01EB17;Central;MOD;11-11-2016;Nej;;
28105687915;"Ivabradin ""Krka""";filmovertrukne tabletter;5 mg;ivabradinhydrochlorid;KRKA d.d. Novo mesto;C01EB17;Decentral procedure;CMS;18-01-2017;Ja;;
28105688015;"Ivabradin ""Krka""";filmovertrukne tabletter;7,5 mg;ivabradinhydrochlorid;KRKA d.d. Novo mesto;C01EB17;Decentral procedure;CMS;18-01-2017;Ja;;
28105692915;"Ivabradin ""Medical Valley""";filmovertrukne tabletter;5 mg;ivabradinhydrochlorid;Medical Valley Invest AB;C01EB17;Decentral procedure;CMS;04-09-2017;Ja;;
28105693015;"Ivabradin ""Medical Valley""";filmovertrukne tabletter;7,5 mg;ivabradinhydrochlorid;Medical Valley Invest AB;C01EB17;Decentral procedure;CMS;04-09-2017;Ja;;
28105686215;"Ivabradin ""Pharmathen""";filmovertrukne tabletter;5 mg;ivabradinhydrochlorid;Pharmathen S.A.;C01EB17;Decentral procedure;RMS;06-02-2017;Nej;;
28105686315;"Ivabradin ""Pharmathen""";filmovertrukne tabletter;7,5 mg;ivabradinhydrochlorid;Pharmathen S.A.;C01EB17;Decentral procedure;RMS;06-02-2017;Nej;;
28106105718;"Ivabradin ""Teva B.V.""";filmovertrukne tabletter;5 mg;ivabradinhydrochlorid;Teva B.V.;C01EB17;MRP;CMS;29-06-2018;Ja;;
28106105818;"Ivabradin ""Teva B.V.""";filmovertrukne tabletter;7,5 mg;ivabradinhydrochlorid;Teva B.V.;C01EB17;MRP;CMS;29-06-2018;Ja;;
28104621109;Ivemend;pulver til infusionsvæske, opløsning;150 mg;Fosaprepitantdimeglumin;Merck Sharp & Dohme Ltd.;A04AD12;Central;MOD;31-08-2010;Nej;;
28106797922;"Ivermectin ""Carefarm""";tabletter;3 mg;Ivermectin;Orifarm A/S;P02CF01;Par-Imp;DKMA;16-09-2022;Ja;;
28106601321;"Ivermectin ""Medical Valley""";tabletter;3 mg;Ivermectin;Medical Valley Invest AB;P02CF01;MRP;CMS;09-07-2021;Ja;;
28106525820;"Ivermectin ""Paranova""";creme;10 mg/g;Ivermectin;Paranova Danmark A/S;D11AX22;Par-Imp;DKMA;25-02-2021;Ja;;
28101904197;"Ivermectin ""Virbac"" Vet.";injektionsvæske, opløsning;10 mg/ml;Ivermectin;Virbac S.A.;QP54AA01;National;DKMA;16-02-1999;Nej;;
28106825522;Iverprasip;tabletter;3 mg;Ivermectin;Nordic Prime ApS;P02CF01;Par-Imp;DKMA;22-09-2022;Ja;;
28103674304;Ivomec Comp;oral pasta;15,5+77,5 mg/g;Ivermectin, PRAZIQUANTEL;Boehringer Ingelheim Animal Health Nordics A/S;QP54AA51;MRP;CMS;07-12-2004;Ja;;
28101079981;Ivomec Vet.;injektionsvæske, opløsning;10 mg/ml;Ivermectin;Boehringer Ingelheim Animal Health Nordics A/S;QP54AA01;National;DKMA;08-09-1983;Ja;;
28106178418;Ivozall;koncentrat til infusionsvæske, opløsning;1 mg/ml;Clofarabin;Orphelia Pharma SAS;L01BB06;Central;MOD;14-11-2019;Nej;;
28104285108;Ixiaro;injektionsvæske, suspension;6 antigen enheder;Encephalitisvirus, japansk, inaktiveret, hele virus;Valneva Austria GmbH;J07BA02;Central;MOD;31-03-2009;Ja;;
28105241013;Izba;øjendråber, opløsning;30 microgram/ml;Travoprost;Novartis Europharm Limited;S01EE04;Central;MOD;20-02-2014;Nej;;
28103588703;Jacoprazole;enterokapsler, hårde;15 mg;LANSOPRAZOL;KRKA d.d. Novo mesto;A02BC03;MRP;RMS;22-08-2005;Nej;;
28106381920;Jaglix;filmovertrukne tabletter;100 mg;Sitagliptinhydrochloridmonohydrat;Viatris Limited;A10BH01;Decentral procedure;RMS;07-09-2021;Nej;;
28106381720;Jaglix;filmovertrukne tabletter;25 mg;Sitagliptinhydrochloridmonohydrat;Viatris Limited;A10BH01;Decentral procedure;RMS;07-09-2021;Nej;;
28106381820;Jaglix;filmovertrukne tabletter;50 mg;Sitagliptinhydrochloridmonohydrat;Viatris Limited;A10BH01;Decentral procedure;RMS;07-09-2021;Nej;;
28105381014;Jakavi;tabletter;10 mg;Ruxolitinibphosphat;Novartis Europharm Limited;L01EJ01;Central;MOD;07-10-2014;Ja;;
