"category","medicine_name","ema_product_number","medicine_status","inn_common_name","active_substance","atc_code_human","therapeutic_indication","marketing_authorisation_holder","marketing_authorisation_date","first_published_date","last_updated_date","medicine_url","ema_slug","source","source_label","source_file_type","source_file_url","source_file_downloaded_at","source_file_local_path","search_key"
"Human","Biopoin","EMEA/H/C/001036","Authorised","epoetin theta","epoetin theta","B03XA01","Treatment of symptomatic anaemia associated with chronic renal failure in adult patients. Treatment of symptomatic anaemia in adult cancer patients with non-myeloid malignancies receiving chemotherapy.","Teva GmbH","23/10/2009","23/03/2018","27/09/2023","https://www.ema.europa.eu/en/medicines/human/EPAR/biopoin","biopoin","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","biopoin epoetin theta epoetin theta b03xa01 teva gmbh"
"Human","BiResp Spiromax","EMEA/H/C/003890","Authorised","budesonide;formoterol","Budesonide;formoterol fumarate dihydrate","R03AK07","Asthma BiResp Spiromax is indicated in adults and adolescents (12 years and older) for the regular treatment of asthma, where use of a combination (inhaled corticosteroid and long-acting ?? adrenoceptor agonist) is appropriate: in patients not adequately controlled with inhaled corticosteroids and “as needed” inhaled short-acting ?? adrenoceptor agonists. or in patients already adequately controlled on both inhaled corticosteroids and long-acting ?? adrenoceptor agonists. COPDBiResp Spiromax is indicated in adults, aged 18 years and older, for the symptomatic treatment of patients with COPD with forced expiratory volume in 1 second (FEV?) &lt;70% predicted normal (post bronchodilator) and a history of repeated exacerbations, who have significant symptoms despite regular therapy with long-acting bronchodilators.","Teva Pharma B.V.","28/04/2014","25/06/2018","24/07/2024","https://www.ema.europa.eu/en/medicines/human/EPAR/biresp-spiromax","biresp-spiromax","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","biresp spiromax budesonide formoterol fumarate dihydrate budesonide formoterol r03ak07 teva pharma b v"
"Human","Blarcamesine Anavex","EMEA/H/C/006475","Application withdrawn","blarcamesine","blarcamesine hydrochloride","N06D","Treatment of Alzheimer’s disease and dementia.","","","12/12/2025","27/03/2026","https://www.ema.europa.eu/en/medicines/human/EPAR/blarcamesine-anavex","blarcamesine-anavex","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","blarcamesine anavex blarcamesine hydrochloride blarcamesine n06d"
"Human","Blectifor","EMEA/H/C/004100","Application withdrawn","caffeine citrate","Caffeine citrate","","Indicated in preterm neonates for the prevention of bronchopulmonary dysplasia","Viridian Pharma Ltd","","24/03/2017","16/05/2017","https://www.ema.europa.eu/en/medicines/human/EPAR/blectifor","blectifor","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","blectifor caffeine citrate caffeine citrate viridian pharma ltd"
"Human","Blenrep","EMEA/H/C/004935","Expired","belantamab mafodotin","belantamab mafodotin","L01XC39","Blenrep is indicated as monotherapy for the treatment of multiple myeloma in adult patients, who have received at least four prior therapies and whose disease is refractory to at least one proteasome inhibitor, one immunomodulatory agent, and an anti-CD38 monoclonal antibody, and who have demonstrated disease progression on the last therapy.","GlaxoSmithKline Trading Services Limited","25/08/2020","17/09/2020","19/02/2025","https://www.ema.europa.eu/en/medicines/human/EPAR/blenrep1","blenrep1","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","blenrep belantamab mafodotin belantamab mafodotin l01xc39 glaxosmithkline trading services limited"
"Human","Blenrep","EMEA/H/C/006511","Authorised","belantamab mafodotin","belantamab mafodotin","L01FX15","Blenrep is indicated in adults for the treatment of relapsed or refractory multiple myeloma: in combination with bortezomib and dexamethasone in patients who have received at least one prior therapy; and in combination with pomalidomide and dexamethasone in patients who have received at least one prior therapy including lenalidomide.","GlaxoSmithKline Trading Services Limited","23/07/2025","23/05/2025","08/04/2026","https://www.ema.europa.eu/en/medicines/human/EPAR/blenrep","blenrep","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","blenrep belantamab mafodotin belantamab mafodotin l01fx15 glaxosmithkline trading services limited"
"Human","Blincyto","EMEA/H/C/003731","Authorised","blinatumomab","blinatumomab","L01FX07","Blincyto is indicated as monotherapy for the treatment of adults with CD19 positive relapsed or refractory B‑cell precursor acute lymphoblastic leukaemia (ALL). Patients with Philadelphia chromosome-positive B-cell precursor ALL should have failed treatment with at least 2 tyrosine kinase inhibitors (TKIs) and have no alternative treatment options. Blincyto is indicated as monotherapy for the treatment of adults with Philadelphia chromosome-negative CD19 positive B-cell precursor ALL in first or second complete remission with minimal residual disease (MRD) greater than or equal to 0.1%. Blincyto is indicated as monotherapy for the treatment of paediatric patients aged&nbsp;1&nbsp;month or older with Philadelphia chromosome-negative CD19 positive B‑cell precursor ALL which is refractory or in relapse after receiving at least two prior therapies or in relapse after receiving prior allogeneic haematopoietic stem cell transplantation. Blincyto is indicated as monotherapy for the treatment of paediatric patients aged&nbsp;1&nbsp;month or older with high-risk first relapsed Philadelphia chromosome-negative CD19 positive B-cell precursor ALL as part of the consolidation therapy (see section&nbsp;4.2). Blincyto is indicated as monotherapy as part of consolidation therapy for the treatment of adult patients with newly diagnosed Philadelphia chromosome negative CD19 positive B-cell precursor ALL.","Amgen Europe B.V.","23/11/2015","18/06/2018","15/01/2026","https://www.ema.europa.eu/en/medicines/human/EPAR/blincyto","blincyto","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","blincyto blinatumomab blinatumomab l01fx07 amgen europe b v"
"Human","Blitzima","EMEA/H/C/004723","Authorised","rituximab","rituximab","L01FA01","Blitzima is indicated in adults for the following indications: Non-Hodgkin’s lymphoma (NHL) Blitzima is indicated for the treatment of previously untreated patients with stage III-IV follicular lymphoma in combination with chemotherapy. Blitzima maintenance therapy is indicated for the treatment of follicular lymphoma patients responding to induction therapy. Blitzima monotherapy is indicated for treatment of patients with stage III-IV follicular lymphoma who are chemo-resistant or are in their second or subsequent relapse after chemotherapy. Blitzima is indicated for the treatment of patients with CD20 positive diffuse large B cell non-Hodgkin’s lymphoma in combination with CHOP (cyclophosphamide, doxorubicin, vincristine, prednisolone) chemotherapy. Chronic lymphocytic leukaemia (CLL) Blitzima in combination with chemotherapy is indicated for the treatment of patients with previously untreated and relapsed/refractory CLL. Only limited data are available on efficacy and safety for patients previously treated with monoclonal antibodies including Blitzima or patients refractory to previous Blitzima plus chemotherapy.","Celltrion Healthcare Hungary Kft.","13/07/2017","17/05/2018","29/09/2025","https://www.ema.europa.eu/en/medicines/human/EPAR/blitzima","blitzima","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","blitzima rituximab rituximab l01fa01 celltrion healthcare hungary kft"
"Veterinary","Bluevac BTV (previously Bluevac BTV8)","EMEA/V/C/000156","Authorised","","bluetongue virus vaccine serotypes 1 or 4 or 8 [inactivated]","","","","","16/02/2018","14/04/2026","https://www.ema.europa.eu/en/medicines/veterinary/EPAR/bluevac-btv","bluevac-btv","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","bluevac btv previously bluevac btv8 bluetongue virus vaccine serotypes 1 or 4 or 8 inactivated"
"Veterinary","Bluevac-3","EMEA/V/C/006575","Authorised","bluetongue virus vaccine (inactivated)","inactivated bluetongue virus, serotype 3","","","","","17/01/2025","05/03/2025","https://www.ema.europa.eu/en/medicines/veterinary/EPAR/bluevac-3","bluevac-3","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","bluevac 3 inactivated bluetongue virus serotype 3 bluetongue virus vaccine inactivated"
"Human","Boey","EMEA/H/C/006420","Opinion","trenibotulinumtoxinE","trenibotulinumtoxinE","Not yet assigned","Temporary improvement in the appearance of moderate to severe lines between the eyebrows when these have an important psychological impact in adult patients&nbsp;","AbbVie Ltd","","22/05/2026","","https://www.ema.europa.eu/en/medicines/human/EPAR/boey","boey","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","boey trenibotulinumtoxine trenibotulinumtoxine not yet assigned abbvie ltd"
"Human","Bomyntra","EMEA/H/C/006269","Authorised","denosumab","denosumab","M05BX04","Prevention of skeletal related events (pathological fracture, radiation to bone, spinal cord compression or surgery to bone) in adults with advanced malignancies involving bone. Treatment of adults and skeletally mature adolescents with giant cell tumour of bone that is unresectable or where surgical resection is likely to result in severe morbidity.","Fresenius Kabi Deutschland GmbH","17/07/2025","23/05/2025","17/09/2025","https://www.ema.europa.eu/en/medicines/human/EPAR/bomyntra","bomyntra","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","bomyntra denosumab denosumab m05bx04 fresenius kabi deutschland gmbh"
"Human","Bondenza (previously Ibandronic Acid Roche)","EMEA/H/C/000502","Withdrawn","ibandronic acid","ibandronic acid","M05BA06","Treatment of osteoporosis in post-menopausal women at increased risk of fracture. A reduction in the risk of vertebral fractures has been demonstrated. Efficacy on femoral-neck fractures has not been established.","Roche Registration Ltd.","23/02/2004","15/11/2012","13/05/2013","https://www.ema.europa.eu/en/medicines/human/EPAR/bondenza","bondenza","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","bondenza previously ibandronic acid roche ibandronic acid ibandronic acid m05ba06 roche registration ltd"
"Human","Bondronat","EMEA/H/C/000101","Authorised","ibandronic acid","ibandronic acid","M05BA06","Bondronat is indicated for: prevention of skeletal events (pathological fractures, bone complications requiring radiotherapy or surgery) in patients with breast cancer and bone metastases; treatment of tumour-induced hypercalcaemia with or without metastases.","Atnahs Pharma Netherlands B.V.","25/06/1996","10/07/2018","16/09/2024","https://www.ema.europa.eu/en/medicines/human/EPAR/bondronat","bondronat","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","bondronat ibandronic acid ibandronic acid m05ba06 atnahs pharma netherlands b v"
"Veterinary","Bonqat","EMEA/V/C/005489","Authorised","pregabalin","pregabalin","","","","","17/05/2021","17/06/2024","https://www.ema.europa.eu/en/medicines/veterinary/EPAR/bonqat","bonqat","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","bonqat pregabalin pregabalin"
"Human","Bonviva","EMEA/H/C/000501","Authorised","ibandronic acid","ibandronic acid","M05BA06","Treatment of osteoporosis in postmenopausal women at increased risk of fracture (see section 5.1). A reduction in the risk of vertebral fractures has been demonstrated, efficacy on femoral neck fractures has not been established.","Atnahs Pharma Netherlands B.V.","23/02/2004","10/07/2018","16/09/2024","https://www.ema.europa.eu/en/medicines/human/EPAR/bonviva","bonviva","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","bonviva ibandronic acid ibandronic acid m05ba06 atnahs pharma netherlands b v"
"Human","Bopediat","EMEA/H/C/006617","Authorised","furosemide","furosemide","C03CA01","Bopediat is indicated in children from birth to less than 18 years of age for the treatment of oedema of cardiac or renal origin, oedema of hepatic origin, and hypertension in patients with chronic kidney disease.","Proveca Pharma Limited","29/05/2026","27/03/2026","30/06/2026","https://www.ema.europa.eu/en/medicines/human/EPAR/bopediat","bopediat","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","bopediat furosemide furosemide c03ca01 proveca pharma limited"
"Human","Bortezomib Accord","EMEA/H/C/003984","Authorised","bortezomib","bortezomib","L01XX32","Bortezomib Accord as monotherapy or in combination with pegylated liposomal doxorubicin or dexamethasone is indicated for the treatment of adult patients with progressive multiple myeloma who have received at least 1 prior therapy and who have already undergone or are unsuitable for haematopoietic stem cell transplantation. Bortezomib Accord in combination with melphalan and prednisone is indicated for the treatment of adult patients with previously untreated multiple myeloma who are not eligible for high?dose chemotherapy with haematopoietic stem cell transplantation. Bortezomib Accord in combination with dexamethasone, or with dexamethasone and thalidomide, is indicated for the induction treatment of adult patients with previously untreated multiple myeloma who are eligible for high?dose chemotherapy with haematopoietic stem cell transplantation. Bortezomib Accord in combination with rituximab, cyclophosphamide, doxorubicin and prednisone is indicated for the treatment of adult patients with previously untreated mantle cell lymphoma who are unsuitable for haematopoietic stem cell transplantation.","Accord Healthcare S.L.U.","20/07/2015","28/05/2018","25/03/2026","https://www.ema.europa.eu/en/medicines/human/EPAR/bortezomib-accord","bortezomib-accord","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","bortezomib accord bortezomib bortezomib l01xx32 accord healthcare s l u"
"Human","Bortezomib Fresenius Kabi","EMEA/H/C/005074","Authorised","bortezomib","bortezomib","L01XG01","Bortezomib as monotherapy or in combination with pegylated liposomal doxorubicin or dexamethasone is indicated for the treatment of adult patients with progressive multiple myeloma who have received at least 1 prior therapy and who have already undergone or are unsuitable for haematopoietic stem cell transplantation. Bortezomib in combination with melphalan and prednisone is indicated for the treatment of adult patients with previously untreated multiple myeloma who are not eligible for high-dose chemotherapy with haematopoietic stem cell transplantation. Bortezomib in combination with dexamethasone, or with dexamethasone and thalidomide, is indicated for the induction treatment of adult patients with previously untreated multiple myeloma who are eligible for high-dose chemotherapy with haematopoietic stem cell transplantation. Bortezomib in combination with rituximab, cyclophosphamide, doxorubicin and prednisone is indicated for the treatment of adult patients with previously untreated mantle cell lymphoma who are unsuitable for haematopoietic stem cell transplantation.","Fresenius Kabi Deutschland GmbH","14/11/2019","25/11/2019","13/02/2025","https://www.ema.europa.eu/en/medicines/human/EPAR/bortezomib-fresenius-kabi","bortezomib-fresenius-kabi","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","bortezomib fresenius kabi bortezomib bortezomib l01xg01 fresenius kabi deutschland gmbh"
"Human","Bortezomib Hospira","EMEA/H/C/004207","Withdrawn","bortezomib","bortezomib","L01XG01","Bortezomib Hospira as monotherapy or in combination with pegylated liposomal doxorubicin or dexamethasone is indicated for the treatment of adult patients with progressive multiple myeloma who have received at least 1 prior therapy and who have already undergone or are unsuitable for haematopoietic stem cell transplantation. Bortezomib Hospira in combination with melphalan and prednisone is indicated for the treatment of adult patients with previously untreated multiple myeloma who are not eligible for high-dose chemotherapy with haematopoietic stem cell transplantation. Bortezomib Hospira in combination with dexamethasone, or with dexamethasone and thalidomide, is indicated for the induction treatment of adult patients with previously untreated multiple myeloma who are eligible for high-dose chemotherapy with haematopoietic stem cell transplantation. Bortezomib Hospira in combination with rituximab, cyclophosphamide, doxorubicin and prednisone is indicated for the treatment of adult patients with previously untreated mantle cell lymphoma who are unsuitable for haematopoietic stem cell transplantation.","Pfizer Europe MA EEIG","22/07/2016","08/08/2018","15/04/2026","https://www.ema.europa.eu/en/medicines/human/EPAR/bortezomib-hospira","bortezomib-hospira","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","bortezomib hospira bortezomib bortezomib l01xg01 pfizer europe ma eeig"
"Human","Bortezomib Sun","EMEA/H/C/004076","Authorised","bortezomib","bortezomib","L01XG01","Bortezomib SUN as monotherapy or in combination with pegylated liposomal doxorubicin or dexamethasone is indicated for the treatment of adult patients with progressive multiple myeloma who have received at least 1 prior therapy and who have already undergone or are unsuitable for haematopoietic stem cell transplantation. Bortezomib SUN in combination with melphalan and prednisone is indicated for the treatment of adult patients with previously untreated multiple myeloma who are not eligible for high-dose chemotherapy with haematopoietic stem cell transplantation. Bortezomib SUN in combination with dexamethasone, or with dexamethasone and thalidomide, is indicated for the induction treatment of adult patients with previously untreated multiple myeloma who are eligible for high-dose chemotherapy with haematopoietic stem cell transplantation. Bortezomib SUN in combination with rituximab, cyclophosphamide, doxorubicin and prednisone is indicated for the treatment of adult patients with previously untreated mantle cell lymphoma who are unsuitable for haematopoietic stem cell transplantation.","SUN Pharmaceutical Industries (Europe) B.V.","22/07/2016","07/09/2017","14/10/2025","https://www.ema.europa.eu/en/medicines/human/EPAR/bortezomib-sun","bortezomib-sun","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","bortezomib sun bortezomib bortezomib l01xg01 sun pharmaceutical industries europe b v"
"Human","Bosatria","EMEA/H/C/001069","Application withdrawn","mepolizumab","Mepolizumab","","","Glaxo Group Limited","","29/07/2009","29/07/2009","https://www.ema.europa.eu/en/medicines/human/EPAR/bosatria","bosatria","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","bosatria mepolizumab mepolizumab glaxo group limited"
"Human","Bosulif","EMEA/H/C/002373","Authorised","bosutinib","bosutinib (as monohydrate)","L01EA04","Bosulif is indicated for the treatment of:• Adult and paediatric patients aged 6 years and older with newly-diagnosed (ND) chronic phase (CP) Philadelphia chromosome-positive chronic myelogenous leukaemia (Ph+ CML).• Adult and paediatric patients aged 6 years and older with CP Ph+ CML previously treated with one or more tyrosine kinase inhibitor(s) [TKI(s)] and for whom imatinib, nilotinib and dasatinib are not considered appropriate treatment options.• Adult patients with accelerated phase (AP), and blast phase (BP) Ph+ CML previously treated with one or more tyrosine kinase inhibitor(s) [TKI(s)] and for whom imatinib, nilotinib and dasatinib are not considered appropriate treatment options.","Pfizer Europe MA EEIG","27/03/2013","02/08/2018","12/01/2026","https://www.ema.europa.eu/en/medicines/human/EPAR/bosulif","bosulif","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","bosulif bosutinib as monohydrate bosutinib l01ea04 pfizer europe ma eeig"
"Veterinary","Bovalto Ibraxion","EMEA/V/C/000051","Withdrawn","infectious bovine rhinotracheitis vaccine (inactivated)","inactivated IBR virus","","Active immunisation of cattle to reduce the clinical signs of infectious bovine rhinotracheitis (IBR) and field virus excretion.The onset of immunity is 14 days and the duration of immunity is 6 months.","Merial","09/03/2000","10/08/2016","13/08/2019","https://www.ema.europa.eu/en/medicines/veterinary/EPAR/bovalto-ibraxion","bovalto-ibraxion","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","bovalto ibraxion inactivated ibr virus infectious bovine rhinotracheitis vaccine inactivated merial"
"Veterinary","Bovela","EMEA/V/C/003703","Authorised","bovine viral diarrhoea vaccine (modified live)","modified live bovine viral diarrhoea virus type 1, non-cytopathic parent strain KE-9 and modified live bovine viral diarrhoea virus type 2, non-cytopathic parent strain NY-93","","","","","08/12/2017","07/11/2024","https://www.ema.europa.eu/en/medicines/veterinary/EPAR/bovela","bovela","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","bovela modified live bovine viral diarrhoea virus type 1 non cytopathic parent strain ke 9 and modified live bovine viral diarrhoea virus type 2 non cytopathic parent strain ny 93 bovine viral diarrhoea vaccine modified live"
"Veterinary","Bovilis Blue-8","EMEA/V/C/004776","Withdrawn","bluetongue virus vaccine (inactivated) serotype 8","bluetongue virus vaccine, serotype 8 (inactivated)","","","","","23/07/2018","17/06/2024","https://www.ema.europa.eu/en/medicines/veterinary/EPAR/bovilis-blue-8","bovilis-blue-8","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","bovilis blue 8 bluetongue virus vaccine serotype 8 inactivated bluetongue virus vaccine inactivated serotype 8"
"Veterinary","Bovilis BTV8","EMEA/V/C/000148","Withdrawn","bluetongue virus serotype 8","bluetongue virus vaccine, serotype 8 (inactivated)","","Cattle To stimulate active immunity in sheep from 6 weeks of age against bluetongue virus serotype 8 to reduce viraemia Sheep To stimulate active immunity in sheep from 1 month of age against bluetongue virus serotype 8 to prevent viraemia","Intervet International BV","06/09/2010","05/06/2015","27/07/2022","https://www.ema.europa.eu/en/medicines/veterinary/EPAR/bovilis-btv8","bovilis-btv8","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","bovilis btv8 bluetongue virus vaccine serotype 8 inactivated bluetongue virus serotype 8 intervet international bv"
"Veterinary","Bovilis Cryptium","EMEA/V/C/006045","Authorised","cryptosporidium parvum, glycoprotein gp40","Cryptosporidium parvum, glycoprotein gp40","","","","","06/10/2023","03/04/2024","https://www.ema.europa.eu/en/medicines/veterinary/EPAR/bovilis-cryptium","bovilis-cryptium","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","bovilis cryptium cryptosporidium parvum glycoprotein gp40 cryptosporidium parvum glycoprotein gp40"
"Veterinary","Bovilis Nasalgen-C","EMEA/V/C/005906","Authorised","bovine coronavirus, strain CA25, live","bovine coronavirus, strain CA25, live","","","","","17/02/2023","03/04/2024","https://www.ema.europa.eu/en/medicines/veterinary/EPAR/bovilis-nasalgen-c","bovilis-nasalgen-c","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","bovilis nasalgen c bovine coronavirus strain ca25 live bovine coronavirus strain ca25 live"
"Human","Braftovi","EMEA/H/C/004580","Authorised","encorafenib","Encorafenib","L01EC03","MelanomaEncorafenib in combination with binimetinib is indicated for the treatment of adult patients with unresectable or metastatic melanoma with a BRAF V600 mutation.Colorectal cancer (CRC)Encorafenib in combination with cetuximab is indicated for the treatment of adult patients with metastatic colorectal cancer (CRC) &nbsp;with a BRAF V600E mutation, who have received prior systemic therapy. Encorafenib in combination with cetuximab and FOLFOX is indicated for the first line treatment of adult patients with metastatic colorectal cancer with a BRAF V600E mutation.&nbsp;&nbsp;Non-small cell lung cancer (NSCLC)Encorafenib in combination with binimetinib is indicated for the treatment of adult patients with advanced non-small cell lung cancer with a BRAF V600E mutation.","Pierre Fabre Medicament","19/09/2018","27/07/2018","01/07/2026","https://www.ema.europa.eu/en/medicines/human/EPAR/braftovi","braftovi","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","braftovi encorafenib encorafenib l01ec03 pierre fabre medicament"
